timestamp,open,high,low,close
2025-01-02,2624.835,2660.445,2621.895,2658.01
2025-01-03,2658.38,2665.35,2637.03,2638.26
2025-01-06,2640.63,2649.405,2615.265,2636.085
2025-01-07,2634.475,2664.255,2633.075,2648.735
2025-01-08,2648.545,2669.955,2645.325,2662.1
2025-01-09,2661.585,2678.08,2655.75,2670.36
2025-01-10,2670.63,2697.89,2664.3,2690.62
2025-01-13,2690.6,2693.34,2656.92,2663.045
2025-01-14,2663.68,2678.27,2659.99,2677.36
2025-01-15,2677.395,2697.3,2669.48,2696.525
2025-01-16,2698.81,2724.74,2690.14,2714.685
2025-01-17,2714.79,2717.425,2700.085,2700.865
2025-01-20,2703.33,2713.87,2689.54,2706.425
2025-01-21,2707.56,2745.91,2703.07,2744.81
2025-01-22,2744.865,2763.41,2742.025,2756.305
2025-01-23,2756.245,2758.805,2736.055,2754.885
2025-01-24,2754.605,2785.745,2753.775,2771.105
2025-01-27,2770.8,2772.6,2730.62,2740.93
2025-01-28,2740.295,2765.025,2734.895,2763.89
2025-01-29,2763.055,2766.185,2745.105,2759.62
2025-01-30,2759.605,2798.425,2758.315,2794.195
2025-01-31,2793.73,2817.17,2791.2,2801.28
2025-02-03,2801.65,2830.49,2772.47,2815.0
2025-02-04,2814.715,2845.43,2807.39,2842.58
2025-02-05,2841.955,2882.275,2839.885,2866.67
2025-02-06,2866.63,2873.225,2834.395,2856.035
2025-02-07,2856.585,2886.825,2852.805,2860.655
2025-02-10,2858.98,2911.255,2855.025,2908.045
2025-02-11,2908.04,2942.66,2882.06,2897.58
2025-02-12,2897.61,2909.06,2864.78,2903.91
2025-02-13,2904.395,2929.53,2900.81,2928.14
2025-02-14,2927.945,2940.06,2877.16,2885.16
2025-02-17,2884.98,2906.365,2878.915,2899.265
2025-02-18,2898.87,2936.95,2892.18,2935.29
2025-02-19,2935.52,2946.91,2918.95,2932.94
2025-02-20,2933.46,2954.88,2924.63,2939.675
2025-02-21,2938.78,2949.79,2917.07,2934.92
2025-02-24,2934.13,2956.18,2921.55,2952.76
2025-02-25,2952.545,2953.585,2889.525,2914.995
2025-02-26,2914.99,2930.16,2891.14,2916.38
2025-02-27,2916.85,2920.85,2868.1,2877.07
2025-02-28,2877.065,2885.095,2832.885,2854.945
2025-03-03,2855.6,2895.305,2855.6,2892.82
2025-03-04,2892.57,2927.84,2882.08,2917.99
2025-03-05,2917.855,2929.88,2894.65,2919.17
2025-03-06,2919.51,2926.55,2891.52,2911.14
2025-03-07,2911.37,2930.25,2897.39,2909.36
2025-03-10,2911.96,2918.3,2880.33,2884.98
2025-03-11,2884.86,2922.12,2880.97,2917.51
2025-03-12,2917.65,2940.44,2906.35,2938.16
2025-03-13,2938.25,2989.765,2933.03,2987.325
2025-03-14,2987.355,3004.945,2978.865,2985.045
2025-03-17,2989.135,3003.66,2982.325,3000.285
2025-03-18,3000.295,3038.205,2999.695,3034.55
2025-03-19,3034.65,3051.98,3023.07,3050.21
2025-03-20,3050.17,3057.34,3025.85,3045.81
2025-03-21,3045.75,3047.55,2999.61,3023.84
2025-03-24,3025.68,3033.34,3002.61,3011.56
2025-03-25,3011.59,3035.89,3007.73,3021.42
2025-03-26,3021.38,3032.08,3012.47,3019.32
2025-03-27,3019.5,3059.38,3017.73,3055.22
2025-03-28,3055.31,3086.81,3054.33,3085.25
2025-03-31,3088.82,3127.695,3076.935,3123.275
2025-04-01,3123.28,3149.01,3101.12,3114.36
2025-04-02,3114.345,3142.425,3105.515,3135.565
2025-04-03,3138.74,3167.59,3054.25,3114.735
2025-04-04,3115.1,3136.235,3015.985,3036.385
2025-04-07,3015.76,3054.69,2956.88,2983.235
2025-04-08,2981.645,3022.745,2975.025,2982.835
2025-04-09,2983.205,3099.235,2970.375,3082.94
2025-04-10,3083.905,3176.405,3071.575,3175.605
2025-04-11,3175.75,3245.45,3175.75,3230.98
2025-04-14,3228.38,3245.685,3193.835,3210.705
2025-04-15,3211.655,3233.405,3210.215,3230.065
2025-04-16,3230.845,3343.24,3229.935,3343.055
2025-04-17,3343.315,3357.635,3284.345,3327.365
2025-04-21,3332.605,3430.535,3329.445,3424.405
2025-04-22,3423.945,3499.955,3367.495,3381.16
2025-04-23,3353.18,3386.35,3261.15,3288.33
2025-04-24,3289.73,3367.32,3289.73,3349.595
2025-04-25,3351.305,3370.665,3265.425,3304.985
2025-04-28,3325.35,3352.995,3268.435,3343.885
2025-04-29,3344.785,3348.575,3300.085,3317.245
2025-04-30,3315.29,3327.845,3267.735,3288.4
2025-05-01,3287.955,3290.18,3202.78,3238.95
2025-05-02,3240.495,3269.29,3223.13,3233.67
2025-05-05,3241.03,3337.455,3237.935,3333.915
2025-05-06,3335.865,3434.945,3323.775,3431.765
2025-05-07,3437.845,3437.935,3360.485,3364.485
2025-05-08,3364.48,3414.54,3289.18,3305.51
2025-05-09,3306.79,3347.395,3274.845,3328.945
2025-05-12,3271.86,3311.24,3207.875,3235.915
2025-05-13,3238.655,3265.145,3216.195,3250.225
2025-05-14,3250.22,3257.12,3169.04,3177.53
2025-05-15,3177.33,3240.67,3121.19,3239.83
2025-05-16,3240.23,3252.16,3154.69,3192.46
2025-05-19,3210.48,3249.705,3207.105,3229.755
2025-05-20,3230.68,3295.755,3204.685,3289.985
2025-05-21,3290.6,3324.85,3286.11,3315.43
2025-05-22,3315.425,3345.365,3280.575,3294.745
2025-05-23,3294.75,3365.91,3287.32,3360.91
2025-05-26,3355.43,3356.62,3324.4,3342.25
2025-05-27,3343.13,3349.785,3286.555,3300.705
2025-05-28,3301.715,3325.395,3277.105,3287.525
2025-05-29,3287.52,3330.64,3245.72,3317.72
2025-05-30,3317.725,3322.665,3272.025,3294.895
2025-06-02,3299.42,3382.88,3299.42,3381.62
2025-06-03,3382.59,3392.18,3333.56,3353.45
2025-06-04,3353.445,3384.675,3344.095,3372.695
2025-06-05,3372.7,3402.79,3339.98,3352.82
2025-06-06,3352.825,3375.625,3311.455,3312.435
2025-06-09,3311.845,3338.185,3293.875,3325.665
2025-06-10,3326.225,3349.195,3301.975,3323.225
2025-06-11,3322.245,3360.515,3315.845,3355.075
2025-06-12,3356.525,3398.835,3339.145,3385.88
2025-06-13,3385.355,3446.72,3380.02,3432.53
2025-06-16,3452.005,3454.04,3382.99,3385.24
2025-06-17,3386.13,3403.33,3366.36,3388.63
2025-06-18,3391.62,3399.86,3362.89,3369.41
2025-06-19,3369.415,3387.745,3348.005,3370.625
2025-06-20,3370.255,3374.365,3340.535,3365.465
2025-06-23,3396.525,3396.525,3347.705,3368.755
2025-06-24,3368.4,3369.515,3295.695,3324.035
2025-06-25,3324.635,3337.065,3312.215,3332.295
2025-06-26,3335.045,3350.245,3310.405,3327.905
2025-06-27,3327.8,3327.995,3256.535,3271.135
2025-06-30,3277.21,3309.45,3248.61,3303.05
2025-07-01,3303.045,3357.845,3302.415,3338.525
2025-07-02,3339.34,3360.055,3327.745,3357.675
2025-07-03,3358.51,3365.825,3311.905,3326.105
2025-07-04,3325.725,3345.095,3323.695,3337.345
2025-07-07,3336.21,3342.525,3297.035,3336.965
2025-07-08,3339.36,3345.715,3287.435,3301.605
2025-07-09,3302.635,3316.885,3282.965,3313.685
2025-07-10,3314.645,3330.325,3310.435,3324.045
2025-07-11,3324.495,3359.905,3322.005,3356.445
2025-07-14,3363.19,3374.965,3341.195,3343.505
2025-07-15,3344.385,3366.315,3320.415,3323.985
2025-07-16,3324.585,3376.785,3319.945,3347.575
2025-07-17,3348.825,3352.145,3310.035,3339.205
2025-07-18,3341.755,3361.255,3331.925,3348.295
2025-07-21,3349.57,3401.145,3343.44,3397.135
2025-07-22,3397.715,3433.415,3383.415,3431.745
2025-07-23,3432.055,3439.025,3382.195,3387.265
2025-07-24,3389.855,3393.475,3351.605,3368.625
2025-07-25,3368.425,3373.365,3325.555,3337.535
2025-07-28,3316.95,3345.215,3301.985,3314.625
2025-07-29,3314.955,3333.995,3308.405,3326.615
2025-07-30,3326.915,3334.075,3268.415,3275.52
2025-07-31,3276.765,3314.685,3274.155,3289.985
2025-08-01,3290.435,3361.275,3281.795,3357.095
2025-08-04,3366.445,3385.365,3345.125,3373.705
2025-08-05,3374.525,3390.455,3349.985,3380.895
2025-08-06,3381.45,3385.395,3358.345,3369.365
2025-08-07,3370.575,3401.765,3365.345,3397.78
2025-08-08,3404.015,3407.33,3377.8,3398.505
2025-08-11,3399.265,3404.625,3341.695,3342.625
2025-08-12,3343.3,3358.365,3331.335,3348.205
2025-08-13,3349.155,3370.705,3342.755,3355.995
2025-08-14,3357.255,3374.715,3330.025,3335.535
2025-08-15,3336.915,3348.855,3332.435,3339.135
2025-08-18,3337.09,3358.305,3323.815,3332.915
2025-08-19,3333.61,3345.325,3315.085,3315.9
2025-08-20,3316.525,3350.035,3311.625,3348.515
2025-08-21,3350.565,3352.175,3325.865,3339.075
2025-08-22,3339.185,3378.665,3321.525,3373.235
2025-08-25,3371.3,3376.175,3359.845,3365.775
2025-08-26,3365.58,3393.715,3351.395,3393.685
2025-08-27,3393.35,3398.805,3373.955,3397.475
2025-08-28,3398.985,3423.005,3384.735,3416.615
2025-08-29,3417.665,3453.725,3404.545,3452.355
2025-09-01,3448.08,3489.865,3437.155,3476.665
2025-09-02,3477.51,3539.935,3470.365,3533.125
2025-09-03,3532.43,3578.425,3526.575,3559.605
2025-09-04,3561.375,3563.825,3511.995,3545.955
2025-09-05,3546.145,3599.985,3540.155,3594.685
2025-09-08,3584.655,3646.135,3580.235,3636.02
2025-09-09,3635.63,3673.825,3625.74,3626.01
2025-09-10,3622.95,3657.445,3621.015,3640.705
2025-09-11,3642.95,3649.115,3614.315,3634.035
2025-09-12,3634.215,3656.615,3630.565,3644.185
2025-09-15,3645.14,3685.505,3626.815,3679.245
2025-09-16,3680.33,3703.075,3674.955,3689.805
2025-09-17,3689.505,3707.235,3646.255,3659.65
2025-09-18,3659.69,3672.975,3628.345,3644.475
2025-09-19,3643.755,3685.205,3632.955,3684.445
2025-09-22,3687.4,3748.825,3683.815,3746.5
2025-09-23,3745.805,3790.985,3737.375,3764.68
2025-09-24,3765.895,3779.195,3717.485,3736.135
2025-09-25,3736.805,3761.515,3722.595,3749.375
2025-09-26,3751.29,3783.695,3734.855,3766.715
2025-09-29,3757.415,3834.225,3757.05,3833.46
2025-09-30,3833.345,3871.785,3793.385,3858.72
2025-10-01,3858.98,3895.345,3853.565,3865.745
2025-10-02,3868.085,3896.575,3820.165,3856.605
2025-10-03,3856.285,3891.405,3838.235,3885.925
2025-10-06,3888.295,3969.835,3884.405,3960.055
2025-10-07,3958.905,3990.975,3941.025,3984.845
2025-10-08,3984.985,4059.075,3983.405,4041.01
2025-10-09,4044.36,4057.855,3945.085,3977.06
2025-10-10,3975.085,4022.105,3947.625,4010.675
2025-10-13,3994.32,4117.185,3994.32,4110.23
2025-10-14,4109.425,4179.575,4090.885,4141.98
2025-10-15,4144.04,4218.255,4140.815,4208.05
2025-10-16,4210.195,4330.495,4200.435,4328.08
2025-10-17,4332.045,4379.535,4187.775,4225.385
2025-10-20,4252.07,4381.205,4219.325,4356.07
2025-10-21,4354.315,4375.125,4082.055,4124.82
2025-10-22,4126.255,4161.385,4004.585,4098.34
2025-10-23,4095.585,4154.765,4066.715,4126.67
2025-10-24,4130.115,4143.985,4045.655,4103.945
2025-10-27,4083.415,4097.425,3972.225,3989.755
2025-10-28,3990.035,4019.575,3886.915,3934.685
2025-10-29,3934.115,4030.015,3917.525,3941.685
2025-10-30,3941.455,4045.805,3915.735,4037.845
2025-10-31,4038.055,4042.875,3972.785,4002.775
2025-11-03,3985.07,4030.165,3962.845,4001.32
2025-11-04,4001.405,4005.785,3928.855,3932.075
2025-11-05,3934.16,3990.085,3930.775,3979.68
2025-11-06,3976.91,4019.565,3964.685,3977.185
2025-11-07,3977.8,4027.345,3974.99,4004.175
2025-11-10,3999.93,4116.615,3999.93,4116.025
2025-11-11,4116.335,4148.925,4097.505,4126.885
2025-11-12,4128.115,4211.765,4099.135,4195.55
2025-11-13,4197.015,4245.025,4145.845,4171.125
2025-11-14,4171.84,4211.345,4033.235,4087.065
